inventory_id,ui_area,kind,ui_object,object_name,test_id,qualification_level,coverage_status,automation_status,manual_followup_status,rationale,evidence
button:cancel_button,unknown,button,Clear Draft,cancel_button,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
button:edit_button,unknown,button,Edit Selected,edit_button,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
button:mainwindow_qpushbutton_5,unknown,button,Generate,mainWindow_qPushButton_5,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
button:qt_calendar_monthbutton,unknown,button,June,qt_calendar_monthbutton,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
button:qt_calendar_nextmonth,unknown,button,qt_calendar_nextmonth,qt_calendar_nextmonth,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
button:qt_calendar_prevmonth,unknown,button,qt_calendar_prevmonth,qt_calendar_prevmonth,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
button:qt_calendar_yearbutton,unknown,button,2026,qt_calendar_yearbutton,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
button:qt_dockwidget_closebutton,unknown,button,qt_dockwidget_closebutton,qt_dockwidget_closebutton,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
button:qt_dockwidget_floatbutton,unknown,button,qt_dockwidget_floatbutton,qt_dockwidget_floatbutton,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
button:qt_menubar_ext_button,unknown,button,qt_menubar_ext_button,qt_menubar_ext_button,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
button:qt_tableview_cornerbutton,unknown,button,qt_tableview_cornerbutton,qt_tableview_cornerbutton,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
button:qt_tableview_cornerbutton:379,unknown,button,qt_tableview_cornerbutton,qt_tableview_cornerbutton,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
button:qt_toolbar_ext_button,unknown,button,qt_toolbar_ext_button,qt_toolbar_ext_button,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
button:savedlayoutaddbutton,unknown,button,Save Layout,savedLayoutAddButton,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
button:savedlayoutdeletebutton,unknown,button,Delete Layout,savedLayoutDeleteButton,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
button:scrollleftbutton,unknown,button,ScrollLeftButton,ScrollLeftButton,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
field:genre_field,unknown,field,genre_field,genre_field,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
field:iswc_field,unknown,field,iswc_field,iswc_field,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
field:mainwindow_qcombobox_1,unknown,field,mainWindow_qComboBox_1,mainWindow_qComboBox_1,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
field:mainwindow_qcombobox_2,unknown,field,mainWindow_qComboBox_2,mainWindow_qComboBox_2,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
field:mainwindow_qlineedit_1,unknown,field,mainWindow_qLineEdit_1,mainWindow_qLineEdit_1,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
field:mainwindow_qlineedit_2,unknown,field,mainWindow_qLineEdit_2,mainWindow_qLineEdit_2,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
field:mainwindow_qlineedit_6,unknown,field,mainWindow_qLineEdit_6,mainWindow_qLineEdit_6,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
field:qt_spinbox_lineedit:391,unknown,field,2026,qt_spinbox_lineedit,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
field:savedlayoutselector,unknown,field,savedLayoutSelector,savedLayoutSelector,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
field:upc_field,unknown,field,upc_field,upc_field,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
menu:columns_menu,unknown,menu,Columns,columns_menu,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
menu:layout_menu,unknown,menu,Layout,layout_menu,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
menu:mainwindow_qmenu_1,unknown,menu,File,mainWindow_qMenu_1,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
menu:mainwindow_qmenu_15,unknown,menu,Selected Parties,mainWindow_qMenu_15,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
menu:mainwindow_qmenu_18,unknown,menu,Edit,mainWindow_qMenu_18,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
menu:mainwindow_qmenu_1:265,unknown,menu,mainWindow_qMenu_1,mainWindow_qMenu_1,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
menu:mainwindow_qmenu_33,unknown,menu,mainWindow_qMenu_33,mainWindow_qMenu_33,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
menu:saved_layouts_menu,unknown,menu,Saved Layouts,saved_layouts_menu,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
menu:view_menu,unknown,menu,View,view_menu,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
tab_page:adddatatabs_tab_0,unknown,tab_page,Governance,addDataTabs_tab_0,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
tab_page:adddatatabs_tab_3,unknown,tab_page,Codes,addDataTabs_tab_3,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
tabs:adddatatabs,unknown,tabs,addDataTabs,addDataTabs,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
toolbar:actionribbontoolbar,unknown,toolbar,Action Ribbon,actionRibbonToolbar,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
view:mainwindow_qcomboboxlistview_10,unknown,view,mainWindow_qComboBoxListView_10,mainWindow_qComboBoxListView_10,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
view:mainwindow_qcomboboxlistview_11,unknown,view,mainWindow_qComboBoxListView_11,mainWindow_qComboBoxListView_11,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
view:mainwindow_qcomboboxlistview_12,unknown,view,mainWindow_qComboBoxListView_12,mainWindow_qComboBoxListView_12,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
view:mainwindow_qcomboboxlistview_13,unknown,view,mainWindow_qComboBoxListView_13,mainWindow_qComboBoxListView_13,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
view:mainwindow_qcomboboxlistview_14,unknown,view,mainWindow_qComboBoxListView_14,mainWindow_qComboBoxListView_14,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
view:mainwindow_qcomboboxlistview_2,unknown,view,mainWindow_qComboBoxListView_2,mainWindow_qComboBoxListView_2,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
view:mainwindow_qcomboboxlistview_3,unknown,view,mainWindow_qComboBoxListView_3,mainWindow_qComboBoxListView_3,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
view:mainwindow_qcomboboxlistview_4,unknown,view,mainWindow_qComboBoxListView_4,mainWindow_qComboBoxListView_4,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
view:mainwindow_qcomboboxlistview_5,unknown,view,mainWindow_qComboBoxListView_5,mainWindow_qComboBoxListView_5,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
view:mainwindow_qcomboboxlistview_6,unknown,view,mainWindow_qComboBoxListView_6,mainWindow_qComboBoxListView_6,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
view:mainwindow_qcomboboxlistview_7,unknown,view,mainWindow_qComboBoxListView_7,mainWindow_qComboBoxListView_7,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
view:mainwindow_qcomboboxlistview_8,unknown,view,mainWindow_qComboBoxListView_8,mainWindow_qComboBoxListView_8,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
view:mainwindow_qcomboboxlistview_9,unknown,view,mainWindow_qComboBoxListView_9,mainWindow_qComboBoxListView_9,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
view:mainwindow_qheaderview_1,unknown,view,mainWindow_qHeaderView_1,mainWindow_qHeaderView_1,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
view:mainwindow_qheaderview_2,unknown,view,mainWindow_qHeaderView_2,mainWindow_qHeaderView_2,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
view:mainwindow_qheaderview_3,unknown,view,mainWindow_qHeaderView_3,mainWindow_qHeaderView_3,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
view:mainwindow_qheaderview_4,unknown,view,mainWindow_qHeaderView_4,mainWindow_qHeaderView_4,UI-PQ-MENU-001,UI Inventory Qualification,covered,automated,classification follow-up required for unknown items,Unknown items are deviations until assigned to a UI area.,"ui_inventory.json, traceability_matrix.csv"
action:check_for_updates,update_release,action,Check for Updates…,,UI-PQ-MISC-001,UI Inventory Qualification,pending_manual,pending,feature-specific workflow automation pending,,"traceability_matrix.csv, deviations.csv"
action:additional_artists,works_releases_parties,action,Additional Artists,,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
action:additional_artists:56,works_releases_parties,action,Additional Artists,,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
action:additional_artists:72,works_releases_parties,action,Additional Artists,,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
action:artist_name,works_releases_parties,action,Artist Name,,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
action:artist_name:55,works_releases_parties,action,Artist Name,,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
action:artist_name:71,works_releases_parties,action,Artist Name,,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
action:code_registry_workspace,works_releases_parties,action,Code Registry Workspace…,,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
action:code_registry_workspace:221,works_releases_parties,action,Code Registry Workspace,,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
action:contract_template_workspace,works_releases_parties,action,Contract Template Workspace…,,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
action:contract_template_workspace:223,works_releases_parties,action,Contract Template Workspace,,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
action:create_release_from_selection,works_releases_parties,action,Create Release from Selection…,,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
action:invoice_workspace,works_releases_parties,action,Invoice Workspace…,,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
action:party_manager,works_releases_parties,action,Party Manager…,,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
action:party_manager:219,works_releases_parties,action,Party Manager,,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
action:release_browser,works_releases_parties,action,Release Browser…,,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
action:release_browser:216,works_releases_parties,action,Release Browser,,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
action:release_date,works_releases_parties,action,Release Date,,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
action:release_date:63,works_releases_parties,action,Release Date,,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
action:release_date:79,works_releases_parties,action,Release Date,,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
action:royalties_accounting,works_releases_parties,action,Royalties  Accounting,,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
action:work_manager,works_releases_parties,action,Work Manager…,,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
action:work_manager:217,works_releases_parties,action,Work Manager,,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
action:workspace,works_releases_parties,action,Workspace,,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
button:add_data_clear_work_context_button,works_releases_parties,button,Open Work Manager,add_data_clear_work_context_button,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
button:prev_release_toggle,works_releases_parties,button,Use release year in generated ISRC,prev_release_toggle,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
button:qt_dockwidget_closebutton:350,works_releases_parties,button,qt_dockwidget_closebutton,qt_dockwidget_closebutton,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
button:qt_dockwidget_closebutton:352,works_releases_parties,button,qt_dockwidget_closebutton,qt_dockwidget_closebutton,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
button:qt_dockwidget_closebutton:356,works_releases_parties,button,qt_dockwidget_closebutton,qt_dockwidget_closebutton,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
button:qt_dockwidget_closebutton:360,works_releases_parties,button,qt_dockwidget_closebutton,qt_dockwidget_closebutton,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
button:qt_dockwidget_closebutton:364,works_releases_parties,button,qt_dockwidget_closebutton,qt_dockwidget_closebutton,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
button:qt_dockwidget_closebutton:366,works_releases_parties,button,qt_dockwidget_closebutton,qt_dockwidget_closebutton,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
button:qt_dockwidget_floatbutton:349,works_releases_parties,button,qt_dockwidget_floatbutton,qt_dockwidget_floatbutton,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
button:qt_dockwidget_floatbutton:351,works_releases_parties,button,qt_dockwidget_floatbutton,qt_dockwidget_floatbutton,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
button:qt_dockwidget_floatbutton:355,works_releases_parties,button,qt_dockwidget_floatbutton,qt_dockwidget_floatbutton,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
button:qt_dockwidget_floatbutton:359,works_releases_parties,button,qt_dockwidget_floatbutton,qt_dockwidget_floatbutton,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
button:qt_dockwidget_floatbutton:363,works_releases_parties,button,qt_dockwidget_floatbutton,qt_dockwidget_floatbutton,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
button:qt_dockwidget_floatbutton:365,works_releases_parties,button,qt_dockwidget_floatbutton,qt_dockwidget_floatbutton,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
dock:coderegistryworkspacedock,works_releases_parties,dock,Code Registry Workspace,codeRegistryWorkspaceDock,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
dock:contracttemplateworkspacedock,works_releases_parties,dock,Contract Template Workspace,contractTemplateWorkspaceDock,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
dock:invoiceworkspacedock,works_releases_parties,dock,Royalties  Accounting,invoiceWorkspaceDock,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
dock:partymanagerdock,works_releases_parties,dock,Party Manager,partyManagerDock,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
dock:releasebrowserdock,works_releases_parties,dock,Release Browser,releaseBrowserDock,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
dock:workmanagerdock,works_releases_parties,dock,Work Manager,workManagerDock,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
field:add_data_work_mode_combo,works_releases_parties,field,add_data_work_mode_combo,add_data_work_mode_combo,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
field:add_data_work_parent_combo,works_releases_parties,field,add_data_work_parent_combo,add_data_work_parent_combo,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
field:add_data_work_relationship_combo,works_releases_parties,field,add_data_work_relationship_combo,add_data_work_relationship_combo,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
field:add_data_work_work_combo,works_releases_parties,field,add_data_work_work_combo,add_data_work_work_combo,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
field:additional_artist_field,works_releases_parties,field,additional_artist_field,additional_artist_field,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
field:artist_field,works_releases_parties,field,artist_field,artist_field,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
field:buma_work_number_field,works_releases_parties,field,buma_work_number_field,buma_work_number_field,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
field:mainwindow_qlineedit_4,works_releases_parties,field,mainWindow_qLineEdit_4,mainWindow_qLineEdit_4,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
field:mainwindow_qlineedit_5,works_releases_parties,field,mainWindow_qLineEdit_5,mainWindow_qLineEdit_5,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
menu:mainwindow_qmenu_21,works_releases_parties,menu,Create / Maintain,mainWindow_qMenu_21,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
menu:mainwindow_qmenu_22,works_releases_parties,menu,Browse / Review,mainWindow_qMenu_22,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
tab_page:adddatatabs_tab_2,works_releases_parties,tab_page,Release,addDataTabs_tab_2,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
view:qt_calendar_calendarview,works_releases_parties,view,qt_calendar_calendarview,qt_calendar_calendarview,UI-PQ-REL-001,Relationship Qualification,covered,automated,,,"evidence.json, business_workflow_manifest.json"
